NO,SCT_Ship_No,PO_No,AWB_No,Vendor,Item,From,To,Ship_Mode,ETA,ATA,Status,Final_Site,Flow_Code,Flow_Desc,Compliance,Customs_Start,Customs_Close,WH_Date,MOSB_Date,Delivery_Date,Weight_KG,CBM,Delay_Days,Remark
480,HVDC-ADOPT-ZEN-0014,nan,17031,FIRE EATER,nan,Copenhagen,Khalifa port,C,2025-04-11,2025-04-11,Arrived,Unknown,4,Port → WH → MOSB → Site,PASS,2025-04-18,45765.0,,,2025-04-23,121226.0,137.39,0,
481,HVDC-ADOPT-SCT-0091,5000801116,BCN323247,Bansuk,Lighting and Small Power Sysytem,Barcelona,Abu Dhabi Airport,A,2025-04-11,2025-04-11,Arrived,SHU/DAS/MIR,4,Port → WH → MOSB → Site,PASS,2025-04-17,45764.0,,2025-04-19,2025-04-19,271.0,2.88,0,
482,HVDC-ADOPT-ZEN-0016,nan,NE2500059,APRECO,nan,London,Khalifa port,C,2025-04-12,2025-04-12,Arrived,Unknown,4,Port → WH → MOSB → Site,PASS,2025-04-17,45764.0,,,2025-04-18,5211.0,24.8,0,
483,HVDC-ADOPT-HE-0312,4572116646,S00214862,Hitachi,Main Converter,Milan,Abu Dhabi Airport,A,2025-04-13,2025-04-13,Arrived,SHU/MIR,4,Port → WH → MOSB → Site,PASS,2025-04-17,45764.0,,,2025-04-20,1327.0,5.13,0,
484,HVDC-ADOPT-HE-0313,4572116646,S00220911,Hitachi,Main Converter,Milan,Abu Dhabi Airport,A,2025-04-13,2025-04-13,Arrived,SHU/MIR,4,Port → WH → MOSB → Site,PASS,2025-04-17,45764.0,,,2025-04-20,96.0,0.414,0,
485,HVDC-ADOPT-SIM-0064,SCT-19LT-PRC-PO-004,DXB00005053,Siemens,400kV and 132kV New Converter GIS,Hamburg,Khalifa port,C,2025-04-06,2025-04-06,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2025-04-21,45768.0,,,2025-04-24,3.1,0.021,0,
486,HVDC-ADOPT-SIM-0040,SCT-19LT-PRC-PO-004,DXB00005093,Siemens,400kV and 132kV New Converter GIS,Hamburg,Khalifa port,C,2025-04-06,2025-04-06,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2025-04-21,45768.0,,,2025-04-24,211.1,0.872,0,
487,HVDC-ADOPT-HE-0320,4572116646,GOT36800262,Hitachi,Main Converter,Antwerp,Khalifa port,C,2025-04-12,2025-04-12,Arrived,AGI,4,Port → WH → MOSB → Site,PASS,2025-04-21,45768.0,,,2025-04-23,19265.0,72.3,0,
488,HVDC-ADOPT-HE-0293,4572116646,GOT36800245,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2025-04-14,2025-04-14,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-04-21,45768.0,,,2025-05-05,9242.0,17.92,0,
489,HVDC-ADOPT-HE-0294,4572116646,GOT36800246,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2025-04-14,2025-04-14,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2025-04-21,45768.0,,,2025-05-05,5668.0,12.8,0,
490,HVDC-ADOPT-HE-0295,4572116646,GOT36800247,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2025-04-14,2025-04-14,Arrived,DAS/AGI,4,Port → WH → MOSB → Site,PASS,2025-04-21,45768.0,,2025-07-31,2025-04-23,22640.0,43.52,0,
491,HVDC-ADOPT-HE-0288,4572116646,GOT36800241-001,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2025-04-13,2025-04-13,Arrived,DAS/AGI,4,Port → WH → MOSB → Site,PASS,2025-04-23,45770.0,,2025-05-09,2025-04-24,1465.0,5.026,0,
492,HVDC-ADOPT-HE-0289,4572116646,GOT36800241-002,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2025-04-13,2025-04-13,Arrived,DAS/AGI,4,Port → WH → MOSB → Site,PASS,2025-04-23,45770.0,,2025-05-09,2025-05-09,87.0,0.414,0,
493,HVDC-ADOPT-HE-0296,4572116646,GOT36800248-001,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2025-04-13,2025-04-13,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-04-23,45770.0,,,2025-05-11,1440.0,4.066,0,
494,HVDC-ADOPT-HE-0297,4572116646,GOT36800248-002,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2025-04-13,2025-04-13,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-04-23,45770.0,,,2025-05-11,197.0,0.207,0,
495,HVDC-ADOPT-ZEN-0018,7772400288,CSX25COKAUH013835,Fluid Pumps,nan,Cochin,Khalifa port,C,2025-04-14,2025-04-14,Arrived,Unknown,4,Port → WH → MOSB → Site,PASS,2025-04-23,45770.0,,,2025-04-25,6266.53,10.96,0,
496,HVDC-ADOPT-SCT-0077,5001004422,AF207880,Roxtec,Lighting&Small Power System,Malmoe,Abu Dhabi Airport,A,2025-04-17,2025-04-17,Arrived,SHU/DAS/MIR,4,Port → WH → MOSB → Site,PASS,2025-04-22,45769.0,,2025-04-25,2025-04-25,1516.0,2.736,0,
497,HVDC-ADOPT-SCT-0080,5000734812,TC2502345,Excellift,Crane and Hoist,Kuala Lumpur,Abu Dhabi Airport,A,2025-04-19,2025-04-19,Arrived,SHU/MIR/AGI,4,Port → WH → MOSB → Site,PASS,2025-04-21,45768.0,,2025-04-22,2025-04-22,182.0,0.933,0,
498,HVDC-ADOPT-SCT-0088,5000801116,MAD-00002376,Bansuk,Lighting and Small Power Sysytem,Vitoria-Gasteiz,Abu Dhabi Airport,A,2025-04-19,2025-04-19,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-04-22,45769.0,,,2025-04-23,103.0,0.707,0,
499,HVDC-ADOPT-HE-0321,4572116646,GOT36800263,Hitachi,Main Converter,Antwerp,Khalifa port,C,2025-04-20,2025-04-20,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2025-04-23,45770.0,,,2025-05-02,6731.0,36.7,0,
500,HVDC-ADOPT-HE-0322,4572116646,GOT36800264,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2025-04-20,2025-04-20,Arrived,DAS,4,Port → WH → MOSB → Site,PASS,2025-04-23,45770.0,,2025-06-04,2025-05-09,38318.0,290.6,0,
501,HVDC-ADOPT-HE-0276,4572116646,GOT36800234-001,Hitachi,Main Converter,Antwerp,Khalifa port,C,2025-04-20,2025-04-20,Arrived,DAS/AGI,4,Port → WH → MOSB → Site,PASS,2025-04-23,45770.0,,,2025-05-05,850.0,7.993,0,
502,HVDC-ADOPT-HE-0277,4572116646,GOT36800234-002,Hitachi,Main Converter,Antwerp,Khalifa port,C,2025-04-20,2025-04-20,Arrived,DAS/AGI,4,Port → WH → MOSB → Site,PASS,2025-04-23,45770.0,,,2025-05-05,205.0,1.375,0,
503,HVDC-ADOPT-HE-0278,4572116646,GOT36800235-001,Hitachi,Main Converter,Antwerp,Khalifa port,C,2025-04-20,2025-04-20,Arrived,DAS/AGI,4,Port → WH → MOSB → Site,PASS,2025-04-23,45770.0,,,2025-05-05,960.0,4.125,0,
504,HVDC-ADOPT-HE-0279,4572116646,GOT36800235-002,Hitachi,Main Converter,Antwerp,Khalifa port,C,2025-04-20,2025-04-20,Arrived,DAS/AGI,4,Port → WH → MOSB → Site,PASS,2025-04-23,45770.0,,2025-08-05,2025-05-05,70.0,0.351,0,
505,HVDC-ADOPT-HE-0280,4572116646,GOT36800236-001,Hitachi,Main Converter,Antwerp,Khalifa port,C,2025-04-20,2025-04-20,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2025-04-23,45770.0,,,2025-05-05,2400.0,21.08,0,
506,HVDC-ADOPT-HE-0281,4572116646,GOT36800236-002,Hitachi,Main Converter,Antwerp,Khalifa port,C,2025-04-20,2025-04-20,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2025-04-23,45770.0,,,2025-05-05,385.0,3.689,0,
507,HVDC-ADOPT-HE-0282,4572116646,GOT36800237-001,Hitachi,Main Converter,Antwerp,Khalifa port,C,2025-04-20,2025-04-20,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2025-04-23,45770.0,,,2025-05-05,8100.0,113.609,0,
508,HVDC-ADOPT-HE-0283,4572116646,GOT36800237-002,Hitachi,Main Converter,Antwerp,Khalifa port,C,2025-04-20,2025-04-20,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2025-04-23,45770.0,,,2025-05-05,1335.0,19.11,0,
509,HVDC-ADOPT-HE-0284,4572116646,GOT36800238-001,Hitachi,Main Converter,Antwerp,Khalifa port,C,2025-04-20,2025-04-20,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-04-23,45770.0,,,2025-05-05,8100.0,113.609,0,
510,HVDC-ADOPT-HE-0285,4572116646,GOT36800238-002,Hitachi,Main Converter,Antwerp,Khalifa port,C,2025-04-20,2025-04-20,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-04-23,45770.0,,,2025-05-05,1335.0,19.11,0,
511,HVDC-ADOPT-HE-0286,4572116646,GOT36800239-001,Hitachi,Main Converter,Antwerp,Khalifa port,C,2025-04-20,2025-04-20,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-04-23,45770.0,,,2025-05-05,2100.0,18.216,0,
512,HVDC-ADOPT-HE-0287,4572116646,GOT36800239-002,Hitachi,Main Converter,Antwerp,Khalifa port,C,2025-04-20,2025-04-20,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-04-23,45770.0,,,2025-05-05,335.0,3.212,0,
513,HVDC-ADOPT-HE-0356,4572116646,1130117917,Hitachi,Main Converter,Billund,Abu Dhabi Airport,A,2025-04-25,2025-04-25,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2025-04-25,45772.0,,,2025-04-30,8770.0,70.656,0,
514,HVDC-ADOPT-HE-0355,4572116646,ANRB37881,Hitachi,Main Converter,Antwerp,Khalifa port,C,2025-04-18,2025-04-18,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-04-24,45771.0,,,2025-05-12,170620.0,306.374,0,
515,HVDC-ADOPT-SCT-0066,5001004422,290-700-2503-072,Roxtec,Lighting&Small Power System,Shanghai,Khalifa port,C,2025-04-22,2025-04-22,Arrived,SHU/DAS/MIR/AGI,4,Port → WH → MOSB → Site,PASS,2025-04-25,45772.0,,2025-04-30,2025-04-30,7475.0,20.43,0,
516,HVDC-ADOPT-SIM-0072,SCT-19LT-PRC-PO-005,176-04440774,Qualitrol,400kV and 132kV New Converter GIS,Belfast,Abu Dhabi Airport,A,2025-04-11,2025-04-11,Arrived,SHU/MIR,4,Port → WH → MOSB → Site,PASS,2025-04-16,45763.0,,,2025-04-29,981.0,5.5,0,
517,HVDC-ADOPT-SIM-0073,SCT-19LT-PRC-PO-005,176-04440800,Qualitrol,400kV and 132kV New Converter GIS,Belfast,Abu Dhabi Airport,A,2025-04-11,2025-04-11,Arrived,SHU/MIR,4,Port → WH → MOSB → Site,PASS,2025-04-16,45763.0,,,2025-04-23,1080.0,5.5,0,
518,HVDC-ADOPT-SEI-0017-02,5000684244,290-700-2502-025,Sumitomo,400kV HVDC Cable System,Kobe,Khalifa port,C,2025-04-08,2025-04-08,Arrived,Unknown,4,Port → WH → MOSB → Site,PASS,2025-04-30,45777.0,,,,18673.0,82.599,0,
519,HVDC-ADOPT-SIM-0048,SCT-19LT-PRC-PO-004,DXB00005133,Siemens,400kV and 132kV New Converter GIS,Hamburg,Khalifa port,C,2025-04-20,2025-04-20,Arrived,AGI,4,Port → WH → MOSB → Site,PASS,2025-04-27,45774.0,2025-05-09,2025-05-09,2025-05-09,3992.0,10.473,0,
520,HVDC-ADOPT-SIM-0049,SCT-19LT-PRC-PO-004,DXB00005131,Siemens,400kV and 132kV New Converter GIS,Hamburg,Khalifa port,C,2025-04-20,2025-04-20,Arrived,DAS,4,Port → WH → MOSB → Site,PASS,2025-04-27,45774.0,,2025-05-09,2025-05-09,18.8,0.09,0,
521,HVDC-ADOPT-SIM-0051,SCT-19LT-PRC-PO-004,DXB00005132,Siemens,400kV and 132kV New Converter GIS,Hamburg,Khalifa port,C,2025-04-20,2025-04-20,Arrived,AGI,4,Port → WH → MOSB → Site,PASS,2025-04-27,45774.0,,2025-05-09,2025-05-09,19.3,0.09,0,
522,HVDC-ADOPT-SCT-0075,5000801061,CCAP602917,El Seswdy,Radio Tower - Embedded Material,Kairo,Abu Dhabi Airport,A,2025-04-11,2025-04-11,Arrived,SHU/MIR,4,Port → WH → MOSB → Site,PASS,2025-04-28,45775.0,,2025-04-30,2025-04-30,930.0,1.8,0,
523,HVDC-ADOPT-HE-0330,4572116646,OOLU2157162050,Hitachi,Main Converter,Shanghai,Khalifa port,C,2025-04-22,2025-04-22,Arrived,DAS/AGI,4,Port → WH → MOSB → Site,PASS,2025-04-28,45775.0,,,2025-05-03,12910.0,44.91,0,
524,HVDC-ADOPT-SEI-0021-T,5000684244,LON00003424,Sumitomo,400kV HVDC Cable System,Heathrow,Abu Dhabi Airport,A,2025-04-27,2025-04-27,Arrived,Unknown,4,Port → WH → MOSB → Site,PASS,2025-04-29,45776.0,,,2025-05-03,22.0,0.072,0,
525,HVDC-ADOPT-SEI-0021-L,5000684244,LON00003425,Sumitomo,400kV HVDC Cable System,Heathrow,Abu Dhabi Airport,A,2025-04-27,2025-04-27,Arrived,Unknown,4,Port → WH → MOSB → Site,PASS,2025-05-01,45778.0,,,2025-05-03,151.0,0.921,0,
526,HVDC-ADOPT-HE-0315,4572116646,GOT367000038-001,Hitachi,Main Converter,Antwerp,Khalifa port,B,2025-04-29,2025-04-29,Arrived,DAS/AGI,4,Port → WH → MOSB → Site,PASS,2025-04-30,45777.0,,,2025-05-03,22200.0,273.78,0,
527,HVDC-ADOPT-HE-0316,4572116646,GOT367000038-002,Hitachi,Main Converter,Antwerp,Khalifa port,B,2025-04-29,2025-04-29,Arrived,DAS/AGI,4,Port → WH → MOSB → Site,PASS,2025-04-30,45777.0,,2025-08-05,2025-05-03,3600.0,45.63,0,
528,HVDC-ADOPT-SCT-0058,5000761114,290-700-2503-017,Dong Yang,Cathodic Protection,Busan Port,Khalifa port,C,2025-05-01,2025-05-01,Arrived,SHU/DAS/MIR/AGI,4,Port → WH → MOSB → Site,PASS,2025-04-30,45777.0,,2025-05-12,2025-05-12,1312.0,8.372,0,
529,HVDC-ADOPT-SCT-0070,5000801061,290-700-2503-087,SHIN AHN,Field Instrument,Busan Port,Khalifa port,C,2025-05-01,2025-05-01,Arrived,SHU/DAS/MIR/AGI,4,Port → WH → MOSB → Site,PASS,2025-04-30,45777.0,,2025-05-12,2025-05-12,2775.0,27.105,0,
530,HVDC-ADOPT-SCT-0089,5001004422,290-700-2504-059,Roxtec,Lighting&Small Power System,Shanghai,Khalifa port,C,2025-05-05,2025-05-05,Arrived,SHU/DAS/MIR/AGI,4,Port → WH → MOSB → Site,PASS,2025-05-09,45786.0,,2025-05-12,2025-05-12,1132.0,2.366,0,
531,HVDC-ADOPT-SIM-0076-A,SCT-19LT-PRC-PO-004,157-03237872,STATRON,400kV and 132kV New Converter GIS,Geneve,Abu Dhabi Airport,A,2025-05-06,2025-05-06,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2025-05-08,45785.0,,,2025-05-15,1500.0,9.222,0,
532,HVDC-ADOPT-SIM-0076-B,SCT-19LT-PRC-PO-004,157-03237872,STATRON,400kV and 132kV New Converter GIS,Geneve,Abu Dhabi Airport,A,2025-05-06,2025-05-06,Arrived,SHU/MIR,4,Port → WH → MOSB → Site,PASS,2025-05-08,45785.0,,,2025-05-15,1500.0,9.222,0,
533,HVDC-ADOPT-SIM-0076-C,SCT-19LT-PRC-PO-004,157-03237872,STATRON,400kV and 132kV New Converter GIS,Geneve,Abu Dhabi Airport,A,2025-05-06,2025-05-06,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2025-05-08,45785.0,,,2025-05-10,1835.0,9.222,0,
534,HVDC-ADOPT-SIM-0076-D,SCT-19LT-PRC-PO-004,157-03237872,STATRON,400kV and 132kV New Converter GIS,Geneve,Abu Dhabi Airport,A,2025-05-06,2025-05-06,Arrived,SHU/MIR,4,Port → WH → MOSB → Site,PASS,2025-05-08,45785.0,,,2025-05-10,1850.0,9.222,0,
535,HVDC-ADOPT-SCT-0100,5000735555,ELA2505051,LS Cable,"MV, LV & Control Cable",Incheon,Abu Dhabi Airport,A,2025-05-08,2025-05-08,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-05-09,45786.0,,,2025-05-14,392.0,0.972,0,
536,HVDC-ADOPT-HE-0340,4572116646,HYD2500000035,Hitachi,Main Converter,Visakhapatnam,Khalifa port,C,2025-05-04,2025-05-04,Arrived,MIR/AGI,4,Port → WH → MOSB → Site,PASS,2025-05-07,45784.0,,,2025-05-16,172256.0,114.28,0,
537,HVDC-ADOPT-SCT-0067,5001003776,290-700-2503-088,Sangdong,Earthing & Lightning Protection Material,Busan Port,Khalifa port,C,2025-05-08,2025-05-08,Arrived,SHU/DAS/MIR/AGI,4,Port → WH → MOSB → Site,PASS,2025-05-12,45789.0,,2025-05-19,2025-05-18,5470.0,21.644,0,
538,HVDC-ADOPT-SCT-0068,5000801116,290-700-2503-195,Bansuk,Lighting and Small Power Sysytem,Barcelona,Khalifa port,C,2025-05-10,2025-05-10,Arrived,SHU/DAS/MIR/AGI,4,Port → WH → MOSB → Site,PASS,2025-05-12,45789.0,,2025-05-19,2025-05-18,6578.5,37.086,0,
539,HVDC-ADOPT-HE-0303,4572116646,GOT36800254,Hitachi,Main Converter,Venice,Khalifa port,C,2025-05-08,2025-05-08,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2025-05-12,45789.0,,,2025-05-30,11975.0,53.2,0,
540,HVDC-ADOPT-HE-0304,4572116646,GOT36800255,Hitachi,Main Converter,Venice,Khalifa port,C,2025-05-08,2025-05-08,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2025-05-12,45789.0,,,2025-05-30,538.0,2.7,0,
541,HVDC-ADOPT-HE-0305,4572116646,GOT36800256,Hitachi,Main Converter,Venice,Khalifa port,C,2025-05-08,2025-05-08,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-05-12,45789.0,,,2025-05-30,538.0,2.7,0,
542,HVDC-ADOPT-HE-0306,4572116646,GOT36800257,Hitachi,Main Converter,Venice,Khalifa port,C,2025-05-08,2025-05-08,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-05-12,45789.0,,,2025-05-30,12015.0,52.4,0,
543,HVDC-ADOPT-HE-0328,4572116646,MY104251848,Hitachi,Main Converter,Port Klang,Khalifa port,C,2025-05-09,2025-05-09,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-05-12,45789.0,,,2025-05-22,23586.0,105.002,0,
544,HVDC-ADOPT-HE-0344,4572116646,GOT36800283-001,Hitachi,Main Converter,Shanghai,Khalifa port,C,2025-05-12,2025-05-12,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-05-14,45791.0,,,2025-05-21,25840.0,28.4742695,0,
545,HVDC-ADOPT-HE-0345,4572116646,GOT36800283-002,Hitachi,Main Converter,Shanghai,Khalifa port,C,2025-05-12,2025-05-12,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-05-14,45791.0,,,2025-05-21,563.0,0.634,0,
546,HVDC-ADOPT-HE-0346,4572116646,GOT36800284-001,Hitachi,Main Converter,Shanghai,Khalifa port,C,2025-05-12,2025-05-12,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2025-05-14,45791.0,,,2025-05-21,29090.0,32.2032195,0,
547,HVDC-ADOPT-HE-0347,4572116646,GOT36800284-002,Hitachi,Main Converter,Shanghai,Khalifa port,C,2025-05-12,2025-05-12,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2025-05-14,45791.0,,,2025-05-21,563.0,0.63373667,0,
548,HVDC-ADOPT-HE-0348,4572116646,GOT36800285-001,Hitachi,Main Converter,Shanghai,Khalifa port,C,2025-05-12,2025-05-12,Arrived,DAS/AGI,4,Port → WH → MOSB → Site,PASS,2025-05-14,45791.0,,,2025-05-21,15884.0,20.65781948,0,
549,HVDC-ADOPT-HE-0349,4572116646,GOT36800285-002,Hitachi,Main Converter,Shanghai,Khalifa port,C,2025-05-12,2025-05-12,Arrived,DAS/AGI,4,Port → WH → MOSB → Site,PASS,2025-05-14,45791.0,,,2025-05-21,466.0,0.55177798,0,
550,HVDC-ADOPT-HE-0360,4572116646,1130118696,Hitachi,Main Converter,Billund,Abu Dhabi Airport,A,2025-05-12,2025-05-12,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2025-05-13,45790.0,,,2025-05-16,3010.0,8.773,0,
551,HVDC-ADOPT-SCT-0060,5001005974,290-700-2503-122,Tyco Electronics,Cable Termimation Kit,Busan Port,Khalifa port,C,2025-05-08,2025-05-08,Arrived,SHU/DAS/MIR/AGI,4,Port → WH → MOSB → Site,PASS,2025-05-12,45789.0,,2025-05-22,2025-05-18,2760.0,7.033,0,
552,HVDC-ADOPT-SCT-0062,5000802593,290-700-2503-029,Sangdong,Steel Conduit,Busan Port,Khalifa port,C,2025-05-08,2025-05-08,Arrived,SHU/DAS/MIR/AGI,4,Port → WH → MOSB → Site,PASS,2025-05-14,45791.0,,2025-05-29,2025-05-29,68850.0,106.277,0,
553,HVDC-ADOPT-SCT-0099,5000735555,ELA2505050,LS Cable,"MV, LV & Control Cable",Incheon,Abu Dhabi Airport,A,2025-05-11,2025-05-11,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-05-12,45789.0,,,2025-05-17,4290.0,19.568,0,
554,HVDC-ADOPT-HE-0358,4572116646,MY104352416,Hitachi,Main Converter,Port Klang,Khalifa port,C,2025-05-13,2025-05-13,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2025-05-16,45793.0,,,2025-05-24,23528.0,105.002,0,
555,HVDC-ADOPT-HE-0357,4572116646,MY104352444,Hitachi,Main Converter,Port Klang,Khalifa port,C,2025-05-13,2025-05-13,Arrived,AGI,4,Port → WH → MOSB → Site,PASS,2025-05-15,45792.0,,,2025-05-24,23521.0,105.002,0,
556,HVDC-ADOPT-HE-0341,4572116646,MIL250001559,Technor,Main Converter,Genoa,Khalifa port,C,2025-05-13,2025-05-13,Arrived,SHU/DAS/MIR/AGI,4,Port → WH → MOSB → Site,PASS,2025-05-16,45793.0,,,2025-05-24,8000.0,40.392,0,
557,HVDC-ADOPT-SCT-0076,5001004422,290-700-2503-163,Roxtec,Lighting&Small Power System,Helsingborg,Khalifa port,C,2025-05-16,2025-05-16,Arrived,SHU/DAS/MIR,4,Port → WH → MOSB → Site,PASS,2025-05-17,45794.0,,2025-05-22,2025-05-22,1375.0,4.145,0,
558,HVDC-ADOPT-SCT-0081,5000801061,290-700-2503-185,SHIN AHN,Field Instrument,Busan Port,Khalifa port,C,2025-05-17,2025-05-17,Arrived,SHU/DAS/MIR/AGI,4,Port → WH → MOSB → Site,PASS,2025-05-17,45794.0,,2025-05-22,2025-05-22,1800.0,11.2,0,
559,HVDC-ADOPT-SCT-0103,5000802593,SEL-00000171,Sangdong,Steel Conduit,Incheon,Abu Dhabi Airport,A,2025-05-18,2025-05-18,Arrived,SHU/MIR/AGI,4,Port → WH → MOSB → Site,PASS,2025-05-19,45796.0,,2025-05-19,2025-05-19,91.0,0.464,0,
560,HVDC-ADOPT-HE-0323,4572116646,GOT36800267,Hitachi,Main Converter,Antwerp,Khalifa port,C,2025-05-17,2025-05-17,Arrived,AGI,4,Port → WH → MOSB → Site,PASS,2025-05-21,45798.0,,,2025-06-13,10052.0,54.5,0,
561,HVDC-ADOPT-HE-0324,4572116646,GOT36800268,Hitachi,Main Converter,Antwerp,Khalifa port,C,2025-05-17,2025-05-17,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2025-05-21,45798.0,,,2025-06-05,2721.0,14.0,0,
562,HVDC-ADOPT-HE-0325-1,4572116646,GOT36800265,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2025-05-17,2025-05-17,Arrived,DAS,4,Port → WH → MOSB → Site,PASS,2025-05-21,45798.0,,2025-06-04,2025-05-27,9265.0,71.0,0,
563,HVDC-ADOPT-HE-0325-2,4572116646,GOT36800265,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2025-05-17,2025-05-17,Arrived,DAS,4,Port → WH → MOSB → Site,PASS,2025-05-21,45798.0,,2025-06-10,2025-05-27,2637.0,18.2,0,
564,HVDC-ADOPT-HE-0331,4572116646,GOT36800269,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2025-05-17,2025-05-17,Arrived,DAS/AGI,4,Port → WH → MOSB → Site,PASS,2025-05-21,45798.0,,2025-08-07,2025-05-24,1880.0,9.585,0,
565,HVDC-ADOPT-HE-0332,4572116646,GOT36800273,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2025-05-17,2025-05-17,Arrived,DAS,4,Port → WH → MOSB → Site,PASS,2025-05-21,45798.0,,2025-06-23,2025-06-23,13150.0,82.4,0,
566,HVDC-ADOPT-HE-0333,4572116646,GOT36800274,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2025-05-17,2025-05-17,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-05-21,45798.0,,,2025-05-30,4260.0,11.6,0,
567,HVDC-ADOPT-SCT-0074,5000789074,290-700-2504-129,TaeHwa,Cable Tray System,Busan Port,Khalifa port,C,2025-05-17,2025-05-17,Arrived,DAS/AGI,4,Port → WH → MOSB → Site,PASS,2024-05-20,45432.0,,2025-05-26,2025-05-26,4356.0,29.971,0,
568,HVDC-ADOPT-HE-0224,4572116646,1130118889,Hitachi,Main Converter,Billund,Abu Dhabi Airport,A,2025-05-20,2025-05-20,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-05-21,45798.0,,,2025-05-23,2695.0,12.84,0,
569,HVDC-ADOPT-HE-0225,4572116646,1130118886,Hitachi,Main Converter,Billund,Abu Dhabi Airport,A,2025-05-20,2025-05-20,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-05-21,45798.0,,,2025-05-23,550.0,4.375,0,
570,HVDC-ADOPT-HE-0363,4572116646,2312792,Hitachi,Main Converter,Talinn,Abu Dhabi Airport,A,2025-05-20,2025-05-20,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2025-05-21,45798.0,,,2025-05-23,2361.0,8.035,0,
571,HVDC-ADOPT-HE-0361,4572116646,1130119029,Hitachi,Main Converter,Billund,Abu Dhabi Airport,A,2025-05-20,2025-05-20,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2025-05-21,45798.0,,,2025-05-23,13200.0,79.203,0,
572,HVDC-ADOPT-HE-0240,4572116646,GOT37000040,Hitachi,Main Converter,Antwerp,Khalifa port,B,2025-05-19,2025-05-19,Arrived,DAS/AGI,4,Port → WH → MOSB → Site,PASS,2025-05-23,45800.0,,2025-08-07,2025-06-04,16950.0,28.32,0,
573,HVDC-ADOPT-HE-0241,4572116646,GOT37000041,Hitachi,Main Converter,Antwerp,Khalifa port,B,2025-05-19,2025-05-19,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2025-05-23,45800.0,,,2025-06-13,11300.0,18.8,0,
574,HVDC-ADOPT-HE-0242,4572116646,GOT37000042,Hitachi,Main Converter,Antwerp,Khalifa port,B,2025-05-19,2025-05-19,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-05-23,45800.0,,,2025-06-04,5650.0,9.4,0,
575,HVDC-ADOPT-HE-0368-1,4572116646,61110043404,Hitachi,Main Converter,Shanghai,Abu Dhabi Airport,A,2025-05-21,2025-05-21,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-05-26,45803.0,,,2025-05-27,2737.0,10.581,0,
